Fecha;Humedad
02/04/2021 04:00;99
02/04/2021 08:00;99
02/04/2021 12:00;78
02/04/2021 16:00;67
02/04/2021 20:00;99
03/04/2021 00:00;99
03/04/2021 04:00;99
03/04/2021 08:00;99
03/04/2021 12:00;71
03/04/2021 16:00;55
03/04/2021 20:00;99
04/04/2021 00:00;99
04/04/2021 04:00;99
04/04/2021 08:00;99
04/04/2021 12:00;71
04/04/2021 16:00;48
04/04/2021 20:00;99
05/04/2021 00:00;99
05/04/2021 04:00;99
05/04/2021 08:00;99
05/04/2021 12:00;75
05/04/2021 16:00;91
05/04/2021 20:00;99
06/04/2021 00:00;99
06/04/2021 04:00;99
06/04/2021 08:00;99
06/04/2021 12:00;61
06/04/2021 16:00;51
06/04/2021 20:01;99
07/04/2021 00:01;99
07/04/2021 04:01;99
07/04/2021 08:01;99
07/04/2021 12:01;67
07/04/2021 16:01;46
07/04/2021 20:01;99
08/04/2021 00:01;99
08/04/2021 04:01;91
08/04/2021 08:01;93
08/04/2021 12:00;65
08/04/2021 16:00;58
08/04/2021 20:00;91
09/04/2021 00:00;97
09/04/2021 04:00;98
09/04/2021 08:00;99
09/04/2021 12:00;99
09/04/2021 16:00;99
09/04/2021 20:00;99
10/04/2021 00:00;99
10/04/2021 04:00;99
10/04/2021 08:00;99
10/04/2021 12:00;99
10/04/2021 16:00;99
10/04/2021 20:00;99
11/04/2021 00:00;99
11/04/2021 04:00;99
11/04/2021 08:00;99
11/04/2021 12:00;99
11/04/2021 16:00;87
11/04/2021 20:00;99
12/04/2021 00:00;99
12/04/2021 04:00;99
12/04/2021 08:00;99
12/04/2021 12:00;60
12/04/2021 16:00;53
12/04/2021 20:00;99
13/04/2021 00:00;99
13/04/2021 04:00;99
13/04/2021 08:00;99
13/04/2021 12:00;60
13/04/2021 16:00;52
13/04/2021 20:00;99
14/04/2021 00:00;99
14/04/2021 04:00;99
14/04/2021 08:00;99
14/04/2021 12:00;68
14/04/2021 16:00;66
14/04/2021 20:00;99
15/04/2021 00:00;99
15/04/2021 04:00;99
15/04/2021 08:00;99
15/04/2021 12:00;70
15/04/2021 16:00;63
15/04/2021 20:00;99
16/04/2021 00:00;99
16/04/2021 04:00;99
16/04/2021 08:00;99
16/04/2021 12:00;99
16/04/2021 16:00;70
16/04/2021 20:00;99
17/04/2021 00:01;99
17/04/2021 04:00;99
17/04/2021 08:01;99
17/04/2021 12:01;78
17/04/2021 16:01;63
17/04/2021 20:01;99
18/04/2021 00:01;99
18/04/2021 04:01;99
18/04/2021 08:01;99
18/04/2021 12:01;80
18/04/2021 16:01;64
18/04/2021 20:00;99
19/04/2021 00:00;99
19/04/2021 04:00;99
19/04/2021 08:00;99
19/04/2021 12:00;76
19/04/2021 16:00;58
19/04/2021 20:00;96
20/04/2021 00:00;99
20/04/2021 04:00;99
20/04/2021 08:00;99
20/04/2021 12:00;72
20/04/2021 16:00;61
20/04/2021 20:00;99
21/04/2021 00:00;99
21/04/2021 04:00;98
21/04/2021 08:00;99
21/04/2021 12:00;69
21/04/2021 16:00;62
21/04/2021 20:00;99
22/04/2021 00:00;99
22/04/2021 04:00;96
22/04/2021 08:00;99
22/04/2021 12:00;78
22/04/2021 16:00;71
22/04/2021 20:00;99
23/04/2021 00:00;99
23/04/2021 04:00;99
23/04/2021 08:00;99
23/04/2021 12:00;71
23/04/2021 16:00;57
23/04/2021 20:00;99
24/04/2021 00:00;99
24/04/2021 04:00;99
24/04/2021 08:00;99
24/04/2021 12:00;91
24/04/2021 16:00;79
24/04/2021 20:00;99
25/04/2021 00:00;99
25/04/2021 04:00;99
25/04/2021 08:00;99
25/04/2021 12:00;73
25/04/2021 16:00;57
25/04/2021 20:00;99
26/04/2021 00:00;99
26/04/2021 04:00;99
26/04/2021 08:00;99
26/04/2021 12:00;63
26/04/2021 16:00;60
26/04/2021 20:00;99
27/04/2021 00:00;99
27/04/2021 04:00;99
27/04/2021 08:00;99
27/04/2021 12:00;64
27/04/2021 16:01;52
27/04/2021 20:01;99
28/04/2021 00:01;99
28/04/2021 04:01;99
28/04/2021 08:01;99
28/04/2021 12:01;61
28/04/2021 16:01;55
28/04/2021 20:01;99
29/04/2021 00:01;99
29/04/2021 04:00;99
29/04/2021 08:00;99
29/04/2021 12:00;68
29/04/2021 16:00;61
29/04/2021 20:00;99
30/04/2021 00:00;99
30/04/2021 04:00;99
30/04/2021 08:00;99
30/04/2021 12:00;71
30/04/2021 16:00;54
30/04/2021 20:00;99
01/05/2021 00:00;99
01/05/2021 04:00;99
01/05/2021 08:00;99
01/05/2021 12:00;62
01/05/2021 16:00;55
01/05/2021 20:00;99
02/05/2021 00:00;99
02/05/2021 04:00;99
02/05/2021 08:00;99
02/05/2021 12:00;68
02/05/2021 16:00;66
02/05/2021 20:00;99
03/05/2021 00:00;99
03/05/2021 04:00;99
03/05/2021 08:00;99
03/05/2021 12:00;76
03/05/2021 16:00;80
03/05/2021 20:00;99
04/05/2021 00:00;99
04/05/2021 04:00;99
04/05/2021 08:00;95
04/05/2021 12:00;78
04/05/2021 16:00;75
04/05/2021 20:00;76
05/05/2021 00:00;91
05/05/2021 04:00;99
05/05/2021 08:00;97
05/05/2021 12:00;75
05/05/2021 16:00;61
05/05/2021 20:00;81
06/05/2021 00:00;99
06/05/2021 04:00;99
06/05/2021 08:00;99
06/05/2021 12:00;58
06/05/2021 16:00;50
06/05/2021 20:00;99
07/05/2021 00:00;99
07/05/2021 04:00;99
07/05/2021 08:00;99
07/05/2021 12:00;54
07/05/2021 16:00;63
07/05/2021 20:01;99
08/05/2021 00:01;99
08/05/2021 04:01;99
08/05/2021 08:01;99
08/05/2021 12:01;73
08/05/2021 16:01;62
08/05/2021 20:01;99
09/05/2021 00:01;99
09/05/2021 04:01;99
09/05/2021 08:00;99
09/05/2021 12:00;76
09/05/2021 16:00;86
09/05/2021 20:00;99
10/05/2021 00:00;99
10/05/2021 04:00;99
10/05/2021 08:00;99
10/05/2021 12:00;79
10/05/2021 16:00;67
10/05/2021 20:00;99
11/05/2021 00:00;99
11/05/2021 04:00;99
11/05/2021 08:00;99
11/05/2021 12:00;57
11/05/2021 16:00;51
11/05/2021 20:00;99
12/05/2021 00:00;99
12/05/2021 04:00;99
12/05/2021 08:00;99
12/05/2021 12:00;59
12/05/2021 16:00;60
12/05/2021 20:00;99
13/05/2021 00:00;99
13/05/2021 04:00;99
13/05/2021 08:00;99
13/05/2021 12:00;65
13/05/2021 16:00;66
13/05/2021 20:00;99
14/05/2021 00:00;99
14/05/2021 04:00;99
14/05/2021 08:00;99
14/05/2021 12:00;62
14/05/2021 16:00;48
14/05/2021 20:00;99
15/05/2021 00:00;99
15/05/2021 04:00;99
15/05/2021 08:00;99
15/05/2021 12:00;59
15/05/2021 16:00;53
15/05/2021 20:00;99
16/05/2021 00:00;99
16/05/2021 04:00;99
16/05/2021 08:00;99
16/05/2021 12:00;68
16/05/2021 16:00;55
16/05/2021 20:00;99
17/05/2021 00:00;99
17/05/2021 04:00;99
17/05/2021 08:00;99
17/05/2021 12:00;62
17/05/2021 16:00;55
17/05/2021 20:00;99
18/05/2021 00:01;99
18/05/2021 04:01;99
18/05/2021 08:01;99
18/05/2021 12:01;76
18/05/2021 16:01;58
18/05/2021 20:01;99
19/05/2021 00:01;99
19/05/2021 04:01;99
19/05/2021 08:01;99
19/05/2021 12:00;74
19/05/2021 16:00;67
19/05/2021 20:00;98
20/05/2021 00:00;99
20/05/2021 04:00;99
20/05/2021 08:00;99
20/05/2021 12:00;99
20/05/2021 16:00;99
20/05/2021 20:00;99
21/05/2021 00:00;99
21/05/2021 04:00;99
21/05/2021 08:00;99
21/05/2021 12:00;99
21/05/2021 16:00;99
21/05/2021 20:00;99
22/05/2021 00:00;99
22/05/2021 04:00;99
22/05/2021 08:00;99
22/05/2021 12:00;99
22/05/2021 16:00;99
22/05/2021 20:00;99
23/05/2021 00:00;99
23/05/2021 04:00;99
23/05/2021 08:00;99
23/05/2021 12:00;87
23/05/2021 16:00;79
23/05/2021 20:00;99
24/05/2021 00:00;99
24/05/2021 04:00;99
24/05/2021 08:00;99
24/05/2021 12:00;71
24/05/2021 16:00;60
24/05/2021 20:00;99
25/05/2021 00:00;99
25/05/2021 04:00;99
25/05/2021 08:00;93
25/05/2021 12:00;70
25/05/2021 16:00;55
25/05/2021 20:00;99
26/05/2021 00:00;99
26/05/2021 04:00;99
26/05/2021 08:00;99
26/05/2021 12:00;71
26/05/2021 16:00;57
26/05/2021 20:00;99
27/05/2021 00:00;99
27/05/2021 04:00;99
27/05/2021 08:00;99
27/05/2021 12:00;76
27/05/2021 16:00;63
27/05/2021 20:00;99
28/05/2021 00:01;99
28/05/2021 04:01;99
28/05/2021 08:01;99
28/05/2021 12:01;99
28/05/2021 16:01;83
28/05/2021 20:01;99
29/05/2021 00:01;92
29/05/2021 04:01;97
29/05/2021 08:01;99
29/05/2021 12:01;64
29/05/2021 16:00;60
29/05/2021 20:00;99
30/05/2021 00:00;99
30/05/2021 04:00;99
30/05/2021 08:00;99
30/05/2021 12:00;61
30/05/2021 16:00;45
30/05/2021 20:00;99
31/05/2021 00:00;99
31/05/2021 04:00;99
31/05/2021 08:00;99
31/05/2021 12:00;51
31/05/2021 16:00;49
31/05/2021 20:00;99
01/06/2021 00:00;99
01/06/2021 04:00;84
01/06/2021 08:00;99
01/06/2021 12:00;57
01/06/2021 16:00;64
01/06/2021 20:00;99
02/06/2021 00:00;99
02/06/2021 04:00;99
02/06/2021 08:00;99
02/06/2021 12:00;72
02/06/2021 16:00;60
02/06/2021 20:00;99
03/06/2021 00:00;99
03/06/2021 04:00;99
03/06/2021 08:00;99
03/06/2021 12:00;75
03/06/2021 16:00;63
03/06/2021 20:00;99
04/06/2021 00:00;99
04/06/2021 04:00;99
04/06/2021 08:00;99
04/06/2021 12:00;90
04/06/2021 16:00;99
04/06/2021 20:00;99
05/06/2021 00:00;88
05/06/2021 04:00;88
05/06/2021 08:00;99
05/06/2021 12:00;99
05/06/2021 16:00;99
05/06/2021 20:00;99
06/06/2021 00:00;99
06/06/2021 04:00;99
06/06/2021 08:00;99
06/06/2021 12:00;83
06/06/2021 16:00;53
06/06/2021 20:00;99
07/06/2021 00:01;99
07/06/2021 04:01;99
07/06/2021 08:01;99
07/06/2021 12:01;98
07/06/2021 16:01;95
07/06/2021 20:01;99
08/06/2021 00:01;99
08/06/2021 04:01;99
08/06/2021 08:01;99
08/06/2021 12:01;88
08/06/2021 16:00;99
08/06/2021 20:00;99
09/06/2021 00:00;99
09/06/2021 04:00;99
09/06/2021 08:00;99
09/06/2021 12:00;99
09/06/2021 16:00;83
09/06/2021 20:00;99
10/06/2021 00:00;99
10/06/2021 04:00;99
10/06/2021 08:00;99
10/06/2021 12:00;95
10/06/2021 16:00;76
10/06/2021 20:00;99
11/06/2021 00:00;99
11/06/2021 04:00;99
11/06/2021 08:00;99
11/06/2021 16:00;48
11/06/2021 20:00;99
12/06/2021 00:00;99
12/06/2021 04:00;99
12/06/2021 08:00;99
12/06/2021 12:00;83
12/06/2021 16:00;73
12/06/2021 20:00;99
13/06/2021 00:00;99
13/06/2021 04:00;99
13/06/2021 08:00;99
13/06/2021 12:00;79
13/06/2021 16:00;65
13/06/2021 20:00;99
14/06/2021 00:00;99
14/06/2021 04:00;99
14/06/2021 08:00;99
14/06/2021 12:00;78
14/06/2021 16:00;66
14/06/2021 20:00;99
15/06/2021 00:00;99
15/06/2021 04:00;99
15/06/2021 08:00;99
15/06/2021 12:00;79
15/06/2021 16:00;59
15/06/2021 20:00;99
16/06/2021 00:00;99
16/06/2021 04:00;99
16/06/2021 08:00;99
16/06/2021 12:00;84
16/06/2021 16:00;78
16/06/2021 20:00;99
17/06/2021 00:01;99
17/06/2021 04:00;99
17/06/2021 08:01;99
17/06/2021 12:01;88
17/06/2021 16:01;72
17/06/2021 20:01;99
18/06/2021 00:01;99
18/06/2021 04:01;99
18/06/2021 08:01;99
18/06/2021 12:01;81
18/06/2021 16:01;74
18/06/2021 20:00;99
19/06/2021 00:00;99
19/06/2021 04:00;99
19/06/2021 08:00;99
19/06/2021 12:00;99
19/06/2021 16:00;99
19/06/2021 20:00;99
20/06/2021 00:00;99
20/06/2021 04:00;99
20/06/2021 08:00;99
20/06/2021 12:00;99
20/06/2021 16:00;99
20/06/2021 20:00;99
21/06/2021 00:00;99
21/06/2021 04:00;99
21/06/2021 08:00;99
21/06/2021 12:00;92
21/06/2021 16:00;85
21/06/2021 20:00;99
22/06/2021 00:00;99
22/06/2021 04:00;99
22/06/2021 08:00;99
22/06/2021 12:00;91
22/06/2021 16:00;85
22/06/2021 20:00;99
23/06/2021 00:00;99
23/06/2021 04:00;99
23/06/2021 08:00;99
23/06/2021 12:00;99
23/06/2021 16:00;99
23/06/2021 20:00;99
24/06/2021 00:00;99
24/06/2021 04:00;99
24/06/2021 08:00;99
24/06/2021 12:00;99
24/06/2021 16:00;97
24/06/2021 20:00;99
25/06/2021 00:00;99
25/06/2021 04:00;99
25/06/2021 08:00;99
25/06/2021 12:00;89
25/06/2021 16:00;66
25/06/2021 20:00;99
26/06/2021 00:00;99
26/06/2021 04:00;99
26/06/2021 08:00;99
26/06/2021 12:00;99
26/06/2021 16:00;99
26/06/2021 20:00;99
27/06/2021 00:01;99
27/06/2021 04:00;99
27/06/2021 08:01;99
27/06/2021 12:01;87
27/06/2021 16:01;81
27/06/2021 20:01;99
28/06/2021 00:01;99
28/06/2021 04:01;99
28/06/2021 08:01;99
28/06/2021 12:01;99
28/06/2021 16:01;99
28/06/2021 20:00;92
29/06/2021 00:00;93
29/06/2021 04:00;99
29/06/2021 08:00;99
29/06/2021 12:00;96
29/06/2021 16:00;94
29/06/2021 20:00;99
30/06/2021 00:00;99
30/06/2021 04:00;99
30/06/2021 08:00;99
30/06/2021 12:00;88
30/06/2021 16:00;82
30/06/2021 20:00;99
01/07/2021 00:00;99
01/07/2021 04:00;99
01/07/2021 08:00;99
01/07/2021 12:00;87
01/07/2021 16:00;71
01/07/2021 20:00;99
02/07/2021 00:00;99
02/07/2021 04:00;99
02/07/2021 08:00;99
02/07/2021 12:00;79
02/07/2021 16:00;59
02/07/2021 20:00;99
03/07/2021 00:00;99
03/07/2021 04:00;99
03/07/2021 08:00;99
03/07/2021 12:00;60
03/07/2021 16:00;56
03/07/2021 20:00;99
04/07/2021 00:00;99
04/07/2021 04:00;99
04/07/2021 08:00;99
04/07/2021 12:00;84
04/07/2021 16:00;65
04/07/2021 20:00;99
05/07/2021 00:00;99
05/07/2021 04:00;99
05/07/2021 08:00;99
05/07/2021 12:00;79
05/07/2021 16:00;67
05/07/2021 20:00;99
06/07/2021 00:00;99
06/07/2021 04:00;99
06/07/2021 08:00;99
06/07/2021 12:00;90
06/07/2021 16:00;75
06/07/2021 20:00;99
20/07/2021 20:00;99
21/07/2021 00:00;99
21/07/2021 04:00;99
21/07/2021 08:00;99
21/07/2021 12:00;66
21/07/2021 16:00;48
21/07/2021 20:00;99
22/07/2021 00:00;99
22/07/2021 04:00;99
22/07/2021 08:00;99
22/07/2021 12:00;66
22/07/2021 16:00;60
22/07/2021 20:00;99
23/07/2021 00:00;99
23/07/2021 04:00;99
23/07/2021 08:00;99
23/07/2021 12:00;67
23/07/2021 16:00;51
23/07/2021 20:00;99
24/07/2021 00:00;99
24/07/2021 04:00;99
24/07/2021 08:00;99
24/07/2021 12:00;69
24/07/2021 16:00;68
24/07/2021 20:00;91
25/07/2021 00:00;80
25/07/2021 04:00;91
25/07/2021 08:00;99
25/07/2021 12:00;89
25/07/2021 16:00;99
25/07/2021 20:00;99
26/07/2021 00:00;99
26/07/2021 04:00;99
26/07/2021 08:00;99
26/07/2021 12:00;79
26/07/2021 16:00;56
26/07/2021 20:00;85
27/07/2021 00:00;99
27/07/2021 04:00;79
27/07/2021 08:00;99
27/07/2021 12:00;49
27/07/2021 16:00;47
27/07/2021 20:00;89
28/07/2021 00:00;91
28/07/2021 04:00;99
28/07/2021 08:00;99
28/07/2021 12:00;88
28/07/2021 16:00;60
28/07/2021 20:00;99
29/07/2021 00:00;99
29/07/2021 04:00;99
29/07/2021 08:00;99
29/07/2021 12:00;67
29/07/2021 16:00;50
29/07/2021 20:00;99
30/07/2021 00:00;99
30/07/2021 04:00;99
30/07/2021 08:00;99
30/07/2021 12:00;61
30/07/2021 16:00;48
30/07/2021 20:00;99
31/07/2021 00:00;99
31/07/2021 04:00;99
31/07/2021 08:00;99
31/07/2021 12:00;68
31/07/2021 16:00;46
31/07/2021 20:00;99
01/08/2021 00:00;99
01/08/2021 04:00;99
01/08/2021 08:00;99
01/08/2021 12:00;63
01/08/2021 16:00;54
01/08/2021 20:00;99
02/08/2021 00:00;99
02/08/2021 04:00;99
02/08/2021 08:00;99
02/08/2021 12:00;72
02/08/2021 16:00;54
02/08/2021 20:00;99
03/08/2021 00:00;99
03/08/2021 04:00;99
03/08/2021 08:00;99
03/08/2021 12:00;74
03/08/2021 16:00;47
03/08/2021 20:00;99
04/08/2021 00:00;99
04/08/2021 04:00;99
04/08/2021 08:00;99
04/08/2021 12:00;76
04/08/2021 16:00;55
04/08/2021 20:00;99
05/08/2021 00:00;99
05/08/2021 08:00;99
05/08/2021 12:00;98
05/08/2021 16:00;71
05/08/2021 20:00;99
06/08/2021 00:00;99
06/08/2021 04:00;99
06/08/2021 08:00;99
06/08/2021 12:00;85
06/08/2021 16:00;60
06/08/2021 20:00;99
07/08/2021 00:00;99
07/08/2021 04:00;99
07/08/2021 08:00;99
07/08/2021 12:00;75
07/08/2021 16:00;61
07/08/2021 20:00;99
08/08/2021 00:00;99
08/08/2021 04:00;99
08/08/2021 08:00;99
08/08/2021 12:00;74
08/08/2021 16:00;67
08/08/2021 20:00;99
09/08/2021 00:00;99
09/08/2021 04:00;99
09/08/2021 08:00;99
09/08/2021 12:00;99
09/08/2021 16:00;99
09/08/2021 20:00;99
10/08/2021 00:00;99
10/08/2021 04:00;99
10/08/2021 08:00;99
10/08/2021 12:00;99
10/08/2021 16:00;84
10/08/2021 20:00;99
11/08/2021 00:00;99
11/08/2021 04:00;99
11/08/2021 08:00;99
11/08/2021 12:00;58
11/08/2021 16:00;52
11/08/2021 20:00;99
12/08/2021 00:00;99
12/08/2021 04:00;99
12/08/2021 08:00;99
12/08/2021 12:00;59
12/08/2021 16:00;64
12/08/2021 20:00;99
13/08/2021 00:00;99
13/08/2021 04:00;99
13/08/2021 08:00;99
13/08/2021 12:00;80
13/08/2021 16:00;72
13/08/2021 20:00;99
14/08/2021 00:00;99
14/08/2021 04:00;99
14/08/2021 08:00;99
14/08/2021 12:00;78
14/08/2021 16:00;77
14/08/2021 20:00;99
15/08/2021 00:00;99
15/08/2021 04:00;99
15/08/2021 08:00;99
15/08/2021 12:00;64
15/08/2021 16:00;54
15/08/2021 20:00;99
16/08/2021 00:00;99
16/08/2021 04:00;99
16/08/2021 08:00;99
16/08/2021 12:00;71
16/08/2021 16:00;53
16/08/2021 20:00;99
17/08/2021 00:00;99
17/08/2021 04:00;99
17/08/2021 08:00;99
17/08/2021 12:00;75
17/08/2021 16:00;64
17/08/2021 20:00;99
18/08/2021 00:00;99
18/08/2021 04:00;99
18/08/2021 08:00;99
18/08/2021 12:00;74
18/08/2021 16:00;55
18/08/2021 20:00;99
19/08/2021 00:00;99
19/08/2021 04:00;99
19/08/2021 08:00;58
19/08/2021 12:00;54
19/08/2021 16:00;99
19/08/2021 20:00;99
20/08/2021 00:00;99
20/08/2021 04:00;99
20/08/2021 08:00;99
20/08/2021 12:00;63
20/08/2021 16:00;48
20/08/2021 20:00;99
21/08/2021 00:00;99
21/08/2021 04:00;99
21/08/2021 08:00;98
21/08/2021 12:00;67
21/08/2021 16:00;70
21/08/2021 20:00;99
22/08/2021 00:00;99
22/08/2021 04:00;99
22/08/2021 08:00;99
22/08/2021 12:00;77
22/08/2021 16:00;52
22/08/2021 20:00;92
23/08/2021 00:00;99
23/08/2021 04:00;80
23/08/2021 08:00;83
23/08/2021 12:00;55
23/08/2021 16:00;49
23/08/2021 20:00;72
24/08/2021 00:00;71
24/08/2021 04:00;88
24/08/2021 08:00;92
24/08/2021 12:00;69
24/08/2021 16:00;67
24/08/2021 20:00;82
25/08/2021 00:00;85
25/08/2021 04:00;99
25/08/2021 08:00;99
25/08/2021 12:00;73
25/08/2021 16:00;56
25/08/2021 20:00;76
26/08/2021 00:00;99
26/08/2021 04:00;99
26/08/2021 08:00;99
26/08/2021 12:00;42
26/08/2021 16:00;33
26/08/2021 20:00;99
27/08/2021 00:00;76
27/08/2021 04:00;89
27/08/2021 08:00;99
27/08/2021 12:00;54
27/08/2021 16:00;46
27/08/2021 20:00;99
28/08/2021 00:00;99
28/08/2021 04:00;99
28/08/2021 08:00;99
28/08/2021 12:00;62
28/08/2021 16:00;55
28/08/2021 20:00;99
29/08/2021 00:00;99
29/08/2021 04:00;99
29/08/2021 08:00;99
29/08/2021 12:00;65
29/08/2021 16:00;55
29/08/2021 20:00;99
30/08/2021 00:00;99
30/08/2021 04:00;99
30/08/2021 08:00;99
30/08/2021 12:00;68
30/08/2021 16:00;50
30/08/2021 20:00;99
31/08/2021 00:00;99
31/08/2021 04:00;99
31/08/2021 08:00;99
31/08/2021 12:00;57
31/08/2021 16:00;44
31/08/2021 20:00;84
01/09/2021 00:00;99
01/09/2021 04:00;99
01/09/2021 08:00;99
01/09/2021 12:00;64
01/09/2021 16:00;60
01/09/2021 20:00;98
02/09/2021 00:00;99
02/09/2021 04:00;99
02/09/2021 08:00;99
02/09/2021 12:00;99
02/09/2021 16:00;99
02/09/2021 20:00;99
03/09/2021 00:00;99
03/09/2021 04:00;99
03/09/2021 08:00;99
03/09/2021 12:00;99
03/09/2021 16:00;99
03/09/2021 20:00;99
04/09/2021 00:00;99
04/09/2021 04:00;99
04/09/2021 08:00;99
04/09/2021 12:00;97
04/09/2021 16:00;99
04/09/2021 20:00;99
05/09/2021 00:00;99
05/09/2021 04:00;99
05/09/2021 08:00;99
05/09/2021 12:00;99
05/09/2021 16:00;72
05/09/2021 20:00;99
06/09/2021 00:00;99
06/09/2021 04:00;99
06/09/2021 08:00;99
06/09/2021 12:00;88
06/09/2021 16:00;79
06/09/2021 20:00;99
07/09/2021 00:00;99
07/09/2021 04:00;99
07/09/2021 08:00;99
07/09/2021 12:00;99
07/09/2021 16:00;99
07/09/2021 20:00;99
08/09/2021 00:00;99
08/09/2021 04:00;99
08/09/2021 08:00;99
08/09/2021 12:00;99
08/09/2021 16:00;99
08/09/2021 20:00;99
09/09/2021 00:00;99
09/09/2021 04:00;99
09/09/2021 08:00;99
09/09/2021 12:00;99
09/09/2021 16:00;99
09/09/2021 20:00;99
10/09/2021 00:00;99
10/09/2021 04:00;99
10/09/2021 08:00;99
